date,bet_type,home,away,team_abbrev,americanOdds,decimalOdds,stakePCT,wagerPCT,PLUS_MINUS,Total,spread,WIN-LOSS-PUSH
2023-11-08,SPREAD,DEN,GSW,GSW,-110.0,1.91,,,-3.0,213.0,4.5,1.0
2023-11-08,SPREAD,DEN,GSW,DEN,-110.0,1.91,,,3.0,213.0,-4.5,0.0
2023-11-08,SPREAD,SAC,POR,POR,-115.0,1.87,41.65,40.97,-3.0,239.0,8.5,1.0
2023-11-08,SPREAD,SAC,POR,SAC,-105.0,1.95,58.35,59.03,3.0,239.0,-8.5,0.0
2023-11-09,SPREAD,IND,MIL,MIL,100.0,2.0,41.1,52.0,-2.0,250.0,-1.5,0.0
2023-11-09,SPREAD,IND,MIL,IND,-120.0,1.83,58.9,48.0,2.0,250.0,1.5,1.0
2023-11-09,SPREAD,ORL,ATL,ATL,-105.0,1.95,60.45,53.33,1.0,239.0,-3.5,0.0
2023-11-09,SPREAD,ORL,ATL,ORL,-115.0,1.87,39.55,46.67,-1.0,239.0,3.5,1.0
2023-11-10,SPREAD,DET,PHI,PHI,-110.0,1.91,71.17,67.9,8.0,220.0,-8.5,0.0
2023-11-10,SPREAD,DET,PHI,DET,-110.0,1.91,28.83,32.1,-8.0,220.0,8.5,1.0
2023-11-10,SPREAD,WAS,CHA,CHA,-115.0,1.87,37.67,28.91,7.0,241.0,3.5,1.0
2023-11-10,SPREAD,WAS,CHA,WAS,-105.0,1.95,62.33,71.09,-7.0,241.0,-3.5,0.0
2023-11-10,SPREAD,BOS,BKN,BKN,-105.0,1.95,26.74,39.97,-14.0,228.0,11.5,0.0
2023-11-10,SPREAD,BOS,BKN,BOS,-115.0,1.87,73.26,60.03,14.0,228.0,-11.5,1.0
2023-11-10,SPREAD,HOU,NOP,NOP,-105.0,1.95,23.86,40.43,-3.0,205.0,2.5,0.0
2023-11-10,SPREAD,HOU,NOP,HOU,-115.0,1.87,76.14,59.57,3.0,205.0,-2.5,1.0
2023-11-10,SPREAD,SAS,MIN,MIN,-110.0,1.91,61.14,39.2,7.0,227.0,-7.5,0.0
2023-11-10,SPREAD,SAS,MIN,SAS,-110.0,1.91,38.86,60.8,-7.0,227.0,7.5,1.0
2023-11-10,SPREAD,MEM,UTA,UTA,-105.0,1.95,77.21,74.01,6.0,248.0,4.5,1.0
2023-11-10,SPREAD,MEM,UTA,MEM,-115.0,1.87,22.79,25.99,-6.0,248.0,-4.5,0.0
2023-11-10,SPREAD,DAL,LAC,LAC,-115.0,1.87,49.95,50.24,-18.0,270.0,1.5,0.0
2023-11-10,SPREAD,DAL,LAC,DAL,-105.0,1.95,50.05,49.76,18.0,270.0,-1.5,1.0
2023-11-10,SPREAD,PHX,LAL,LAL,-115.0,1.87,51.42,48.85,3.0,241.0,2.5,1.0
2023-11-10,SPREAD,PHX,LAL,PHX,-105.0,1.95,48.58,51.15,-3.0,241.0,-2.5,0.0
2023-11-10,SPREAD,SAC,OKC,OKC,-110.0,1.91,52.56,44.59,-7.0,203.0,-1.5,0.0
2023-11-10,SPREAD,SAC,OKC,SAC,-110.0,1.91,47.44,55.41,7.0,203.0,1.5,1.0
2023-11-11,SPREAD,ORL,MIL,MIL,-115.0,1.87,69.14,59.12,-15.0,209.0,-1.5,0.0
2023-11-11,SPREAD,ORL,MIL,ORL,-105.0,1.95,30.86,40.88,15.0,209.0,1.5,1.0
2023-11-11,SPREAD,BOS,TOR,TOR,-115.0,1.87,33.42,38.12,-23.0,211.0,9.5,0.0
2023-11-11,SPREAD,BOS,TOR,BOS,-105.0,1.95,66.58,61.88,23.0,211.0,-9.5,1.0
2023-11-11,SPREAD,ATL,MIA,MIA,-115.0,1.87,47.44,63.03,8.0,226.0,8.5,1.0
2023-11-11,SPREAD,ATL,MIA,ATL,-105.0,1.95,52.56,36.97,-8.0,226.0,-8.5,0.0
2023-11-11,SPREAD,GSW,CLE,CLE,-115.0,1.87,24.06,19.3,8.0,228.0,4.5,1.0
2023-11-11,SPREAD,GSW,CLE,GSW,-105.0,1.95,75.94,80.7,-8.0,228.0,-4.5,0.0
2023-11-12,SPREAD,NYK,CHA,CHA,-110.0,1.91,43.5,64.51,-22.0,236.0,10.5,0.0
2023-11-12,SPREAD,NYK,CHA,NYK,-110.0,1.91,56.5,35.49,22.0,236.0,-10.5,1.0
2023-11-12,SPREAD,BKN,WAS,WAS,-115.0,1.87,38.38,41.19,-8.0,196.0,7.5,0.0
2023-11-12,SPREAD,BKN,WAS,BKN,-105.0,1.95,61.62,58.81,8.0,196.0,-7.5,1.0
2023-11-12,SPREAD,LAC,MEM,MEM,-110.0,1.91,31.78,42.32,4.0,206.0,8.5,1.0
2023-11-12,SPREAD,LAC,MEM,LAC,-110.0,1.91,68.22,57.68,-4.0,206.0,-8.5,0.0
2023-11-12,SPREAD,PHI,IND,IND,-115.0,1.87,54.91,56.87,-11.0,263.0,7.5,0.0
2023-11-12,SPREAD,PHI,IND,PHI,-105.0,1.95,45.09,43.13,11.0,263.0,-7.5,1.0
2023-11-12,SPREAD,NOP,DAL,DAL,-110.0,1.91,75.59,69.71,12.0,260.0,-3.5,1.0
2023-11-12,SPREAD,NOP,DAL,NOP,-110.0,1.91,24.41,30.29,-12.0,260.0,3.5,0.0
2023-11-12,SPREAD,CHI,DET,DET,-110.0,1.91,55.35,63.62,-11.0,227.0,6.5,0.0
2023-11-12,SPREAD,CHI,DET,CHI,-110.0,1.91,44.65,36.38,11.0,227.0,-6.5,1.0
2023-11-12,SPREAD,HOU,DEN,DEN,-115.0,1.87,68.9,57.95,-3.0,211.0,-4.5,0.0
2023-11-12,SPREAD,HOU,DEN,HOU,-105.0,1.95,31.1,42.05,3.0,211.0,4.5,1.0
2023-11-12,SPREAD,SAS,MIA,MIA,-115.0,1.87,65.27,65.85,5.0,231.0,-1.5,1.0
2023-11-12,SPREAD,SAS,MIA,SAS,-105.0,1.95,34.73,34.15,-5.0,231.0,1.5,0.0
2023-11-12,SPREAD,PHX,OKC,OKC,-115.0,1.87,41.07,50.12,12.0,210.0,4.5,1.0
2023-11-12,SPREAD,PHX,OKC,PHX,-105.0,1.95,58.93,49.88,-12.0,210.0,-4.5,0.0
2023-11-12,SPREAD,GSW,MIN,MIN,-110.0,1.91,41.65,43.64,6.0,226.0,3.5,1.0
2023-11-12,SPREAD,GSW,MIN,GSW,-110.0,1.91,58.35,56.36,-6.0,226.0,-3.5,0.0
2023-11-12,SPREAD,LAL,POR,POR,-110.0,1.91,60.75,57.66,-6.0,226.0,8.5,1.0
2023-11-12,SPREAD,LAL,POR,LAL,-110.0,1.91,39.25,42.34,6.0,226.0,-8.5,0.0
2023-11-13,SPREAD,BOS,NYK,NYK,-110.0,1.91,55.7,62.09,-16.0,212.0,9.5,0.0
2023-11-13,SPREAD,BOS,NYK,BOS,-110.0,1.91,44.3,37.91,16.0,212.0,-9.5,1.0
2023-11-13,SPREAD,TOR,WAS,WAS,-115.0,1.87,67.06,64.8,-4.0,218.0,8.5,1.0
2023-11-13,SPREAD,TOR,WAS,TOR,-105.0,1.95,32.94,35.2,4.0,218.0,-8.5,0.0
2023-11-13,SPREAD,MIL,CHI,CHI,-110.0,1.91,66.71,67.17,-9.0,227.0,9.5,1.0
2023-11-13,SPREAD,MIL,CHI,MIL,-110.0,1.91,33.29,32.83,9.0,227.0,-9.5,0.0
2023-11-13,SPREAD,SAC,CLE,CLE,-120.0,1.83,36.07,33.63,-12.0,252.0,1.5,0.0
2023-11-13,SPREAD,SAC,CLE,SAC,100.0,2.0,63.93,66.37,12.0,252.0,-1.5,1.0
2023-11-14,SPREAD,DET,ATL,ATL,-110.0,1.91,75.79,65.67,6.0,246.0,-4.5,1.0
2023-11-14,SPREAD,DET,ATL,DET,-110.0,1.91,24.21,34.33,-6.0,246.0,4.5,0.0
2023-11-14,SPREAD,PHI,IND,IND,-110.0,1.91,33.33,35.37,6.0,258.0,6.5,1.0
2023-11-14,SPREAD,PHI,IND,PHI,-110.0,1.91,66.67,64.63,-6.0,258.0,-6.5,0.0
2023-11-14,SPREAD,CHA,MIA,MIA,-115.0,1.87,64.37,63.99,6.0,216.0,-6.5,0.0
2023-11-14,SPREAD,CHA,MIA,CHA,-105.0,1.95,35.63,36.01,-6.0,216.0,6.5,1.0
2023-11-14,SPREAD,BKN,ORL,ORL,-110.0,1.91,67.72,73.52,-20.0,228.0,2.5,0.0
2023-11-14,SPREAD,BKN,ORL,BKN,-110.0,1.91,32.28,26.48,20.0,228.0,-2.5,1.0
2023-11-14,SPREAD,OKC,SAS,SAS,-115.0,1.87,41.81,48.05,-36.0,210.0,10.5,0.0
2023-11-14,SPREAD,OKC,SAS,OKC,-105.0,1.95,58.19,51.95,36.0,210.0,-10.5,1.0
2023-11-14,SPREAD,NOP,DAL,DAL,-110.0,1.91,83.96,79.77,-21.0,241.0,-3.5,0.0
2023-11-14,SPREAD,NOP,DAL,NOP,-110.0,1.91,16.04,20.23,21.0,241.0,3.5,1.0
2023-11-14,SPREAD,UTA,POR,POR,-115.0,1.87,43.02,55.52,-16.0,214.0,7.5,0.0
2023-11-14,SPREAD,UTA,POR,UTA,-105.0,1.95,56.98,44.48,16.0,214.0,-7.5,1.0
2023-11-14,SPREAD,DEN,LAC,LAC,-115.0,1.87,18.8,23.45,-3.0,219.0,4.5,1.0
2023-11-14,SPREAD,DEN,LAC,DEN,-105.0,1.95,81.2,76.55,3.0,219.0,-4.5,0.0
2023-11-14,SPREAD,GSW,MIN,MIN,-110.0,1.91,62.62,53.09,3.0,205.0,-3.5,0.0
2023-11-14,SPREAD,GSW,MIN,GSW,-110.0,1.91,37.38,46.91,-3.0,205.0,3.5,1.0
2023-11-14,SPREAD,LAL,MEM,MEM,-115.0,1.87,49.41,42.26,-27.0,241.0,6.5,0.0
2023-11-14,SPREAD,LAL,MEM,LAL,-105.0,1.95,50.59,57.74,27.0,241.0,-6.5,1.0
2023-11-15,SPREAD,WAS,DAL,DAL,-115.0,1.87,51.0,54.17,13.0,247.0,-3.5,1.0
2023-11-15,SPREAD,WAS,DAL,WAS,-105.0,1.95,49.0,45.83,-13.0,247.0,3.5,0.0
2023-11-15,SPREAD,ATL,NYK,NYK,-110.0,1.91,36.91,42.95,2.0,230.0,1.5,1.0
2023-11-15,SPREAD,ATL,NYK,ATL,-110.0,1.91,63.09,57.05,-2.0,230.0,-1.5,0.0
2023-11-15,SPREAD,PHI,BOS,BOS,-105.0,1.95,38.74,32.7,10.0,224.0,-1.5,1.0
2023-11-15,SPREAD,PHI,BOS,PHI,-115.0,1.87,61.26,67.3,-10.0,224.0,1.5,0.0
2023-11-15,SPREAD,TOR,MIL,MIL,-105.0,1.95,36.48,47.07,16.0,240.0,-1.5,1.0
2023-11-15,SPREAD,TOR,MIL,TOR,-115.0,1.87,63.52,52.93,-16.0,240.0,1.5,0.0
2023-11-15,SPREAD,CHI,ORL,ORL,-110.0,1.91,45.95,46.06,2.0,190.0,2.5,1.0
2023-11-15,SPREAD,CHI,ORL,CHI,-110.0,1.91,54.05,53.94,-2.0,190.0,-2.5,0.0
2023-11-15,SPREAD,PHX,MIN,MIN,-115.0,1.87,79.56,78.92,-18.0,248.0,4.5,0.0
2023-11-15,SPREAD,PHX,MIN,PHX,-105.0,1.95,20.44,21.08,18.0,248.0,-4.5,1.0
2023-11-15,SPREAD,LAL,SAC,SAC,-120.0,1.83,27.02,31.08,15.0,235.0,1.5,1.0
2023-11-15,SPREAD,LAL,SAC,LAL,100.0,2.0,72.98,68.92,-15.0,235.0,-1.5,0.0
2023-11-15,SPREAD,POR,CLE,CLE,-115.0,1.87,45.66,36.3,14.0,204.0,-9.5,1.0
2023-11-15,SPREAD,POR,CLE,POR,-105.0,1.95,54.34,63.7,-14.0,204.0,9.5,0.0
2023-11-16,SPREAD,MIA,BKN,BKN,-115.0,1.87,44.07,50.75,-7.0,237.0,3.5,0.0
2023-11-16,SPREAD,MIA,BKN,MIA,-105.0,1.95,55.93,49.25,7.0,237.0,-3.5,1.0
2023-11-16,SPREAD,GSW,OKC,OKC,-105.0,1.95,27.26,21.14,19.0,237.0,-3.5,1.0
2023-11-16,SPREAD,GSW,OKC,GSW,-115.0,1.87,72.74,78.86,-19.0,237.0,3.5,0.0
2023-11-17,SPREAD,WAS,NYK,NYK,-105.0,1.95,76.56,69.91,21.0,219.0,-7.5,1.0
2023-11-17,SPREAD,WAS,NYK,WAS,-115.0,1.87,23.44,30.09,-21.0,219.0,7.5,0.0
2023-11-17,SPREAD,CHA,MIL,MIL,-105.0,1.95,58.55,59.48,31.0,229.0,-8.5,1.0
2023-11-17,SPREAD,CHA,MIL,CHA,-115.0,1.87,41.45,40.52,-31.0,229.0,8.5,0.0
2023-11-17,SPREAD,ATL,PHI,PHI,-110.0,1.91,66.45,69.35,10.0,242.0,-1.5,1.0
2023-11-17,SPREAD,ATL,PHI,ATL,-110.0,1.91,33.55,30.65,-10.0,242.0,1.5,0.0
2023-11-17,SPREAD,CLE,DET,DET,-115.0,1.87,32.69,35.42,-8.0,208.0,9.5,1.0
2023-11-17,SPREAD,CLE,DET,CLE,-105.0,1.95,67.31,64.58,8.0,208.0,-9.5,0.0
2023-11-17,SPREAD,SAS,SAC,SAC,-110.0,1.91,74.92,69.7,9.0,249.0,-8.5,1.0
2023-11-17,SPREAD,SAS,SAC,SAS,-110.0,1.91,25.08,30.3,-9.0,249.0,8.5,0.0
2023-11-17,SPREAD,TOR,BOS,BOS,-115.0,1.87,82.85,73.72,3.0,213.0,-8.5,0.0
2023-11-17,SPREAD,TOR,BOS,TOR,-105.0,1.95,17.15,26.28,-3.0,213.0,8.5,1.0
2023-11-17,SPREAD,NOP,DEN,DEN,-115.0,1.87,77.17,69.06,-5.0,225.0,-4.5,0.0
2023-11-17,SPREAD,NOP,DEN,NOP,-105.0,1.95,22.83,30.94,5.0,225.0,4.5,1.0
2023-11-17,SPREAD,CHI,ORL,ORL,-115.0,1.87,60.51,59.96,6.0,200.0,4.5,1.0
2023-11-17,SPREAD,CHI,ORL,CHI,-105.0,1.95,39.49,40.04,-6.0,200.0,-4.5,0.0
2023-11-17,SPREAD,POR,LAL,LAL,-110.0,1.91,49.83,45.06,12.0,202.0,-9.5,1.0
2023-11-17,SPREAD,POR,LAL,POR,-110.0,1.91,50.17,54.94,-12.0,202.0,9.5,0.0
2023-11-17,SPREAD,UTA,PHX,PHX,-110.0,1.91,,,3.0,259.0,-5.5,0.0
2023-11-17,SPREAD,UTA,PHX,UTA,-110.0,1.91,,,-3.0,259.0,5.5,1.0
2023-11-17,SPREAD,LAC,HOU,HOU,-105.0,1.95,74.24,78.04,-6.0,206.0,7.5,1.0
2023-11-17,SPREAD,LAC,HOU,LAC,-115.0,1.87,25.76,21.96,6.0,206.0,-7.5,0.0
2023-11-18,SPREAD,CHA,NYK,NYK,-105.0,1.95,76.09,76.23,14.0,230.0,-6.5,1.0
2023-11-18,SPREAD,CHA,NYK,CHA,-115.0,1.87,23.91,23.77,-14.0,230.0,6.5,0.0
2023-11-18,SPREAD,NOP,MIN,MIN,-105.0,1.95,56.37,52.82,1.0,241.0,-7.5,0.0
2023-11-18,SPREAD,NOP,MIN,NOP,-115.0,1.87,43.63,47.18,-1.0,241.0,7.5,1.0
2023-11-18,SPREAD,CHI,MIA,MIA,-105.0,1.95,86.63,82.21,-5.0,199.0,-2.5,0.0
2023-11-18,SPREAD,CHI,MIA,CHI,-115.0,1.87,13.37,17.79,5.0,199.0,2.5,1.0
2023-11-18,SPREAD,MIL,DAL,DAL,-110.0,1.91,42.77,38.14,-7.0,257.0,1.5,0.0
2023-11-18,SPREAD,MIL,DAL,MIL,-110.0,1.91,57.23,61.86,7.0,257.0,-1.5,1.0
2023-11-18,SPREAD,SAS,MEM,MEM,-105.0,1.95,18.28,21.54,12.0,228.0,-3.5,1.0
2023-11-18,SPREAD,SAS,MEM,SAS,-115.0,1.87,81.72,78.46,-12.0,228.0,3.5,0.0
2023-11-18,SPREAD,GSW,OKC,OKC,-105.0,1.95,51.85,54.96,7.0,253.0,1.5,1.0
2023-11-18,SPREAD,GSW,OKC,GSW,-115.0,1.87,48.15,45.04,-7.0,253.0,-1.5,0.0
2023-11-19,SPREAD,BKN,PHI,PHI,-110.0,1.91,84.98,86.77,22.0,220.0,-3.5,1.0
2023-11-19,SPREAD,BKN,PHI,BKN,-110.0,1.91,15.02,13.23,-22.0,220.0,3.5,0.0
2023-11-19,SPREAD,TOR,DET,DET,-110.0,1.91,34.63,39.44,-29.0,255.0,9.5,0.0
2023-11-19,SPREAD,TOR,DET,TOR,-110.0,1.91,65.37,60.56,29.0,255.0,-9.5,1.0
2023-11-19,SPREAD,IND,ORL,ORL,-110.0,1.91,20.19,20.39,12.0,244.0,4.5,1.0
2023-11-19,SPREAD,IND,ORL,IND,-110.0,1.91,79.81,79.61,-12.0,244.0,-4.5,0.0
2023-11-19,SPREAD,CLE,DEN,DEN,-110.0,1.91,65.71,61.93,-12.0,230.0,-4.5,0.0
2023-11-19,SPREAD,CLE,DEN,CLE,-110.0,1.91,34.29,38.07,12.0,230.0,4.5,1.0
2023-11-19,SPREAD,DAL,SAC,SAC,-105.0,1.95,43.34,38.13,16.0,242.0,1.5,1.0
2023-11-19,SPREAD,DAL,SAC,DAL,-115.0,1.87,56.66,61.87,-16.0,242.0,-1.5,0.0
2023-11-19,SPREAD,UTA,PHX,PHX,-115.0,1.87,49.38,52.56,3.0,277.0,-4.5,0.0
2023-11-19,SPREAD,UTA,PHX,UTA,-105.0,1.95,50.62,47.44,-3.0,277.0,4.5,1.0
2023-11-19,SPREAD,MEM,BOS,BOS,-105.0,1.95,80.57,73.35,2.0,202.0,-12.5,0.0
2023-11-19,SPREAD,MEM,BOS,MEM,-115.0,1.87,19.43,26.65,-2.0,202.0,12.5,1.0
2023-11-19,SPREAD,POR,OKC,OKC,-105.0,1.95,86.95,87.44,43.0,225.0,-7.5,1.0
2023-11-19,SPREAD,POR,OKC,POR,-115.0,1.87,13.05,12.56,-43.0,225.0,7.5,0.0
2023-11-19,SPREAD,LAL,HOU,HOU,-105.0,1.95,62.49,59.63,-1.0,209.0,5.5,1.0
2023-11-19,SPREAD,LAL,HOU,LAL,-115.0,1.87,37.51,40.37,1.0,209.0,-5.5,0.0
2023-11-20,SPREAD,DET,DEN,DEN,-110.0,1.91,77.16,73.07,4.0,210.0,-9.5,0.0
2023-11-20,SPREAD,DET,DEN,DET,-110.0,1.91,22.84,26.93,-4.0,210.0,9.5,1.0
2023-11-20,SPREAD,WAS,MIL,MIL,-110.0,1.91,78.29,75.72,13.0,271.0,-9.5,1.0
2023-11-20,SPREAD,WAS,MIL,WAS,-110.0,1.91,21.71,24.28,-13.0,271.0,9.5,0.0
2023-11-20,SPREAD,CHA,BOS,BOS,-115.0,1.87,77.59,78.12,-3.0,239.0,-8.5,0.0
2023-11-20,SPREAD,CHA,BOS,CHA,-105.0,1.95,22.41,21.88,3.0,239.0,8.5,1.0
2023-11-20,SPREAD,NOP,SAC,SAC,-115.0,1.87,78.41,79.64,-36.0,222.0,-1.5,0.0
2023-11-20,SPREAD,NOP,SAC,NOP,-105.0,1.95,21.59,20.36,36.0,222.0,1.5,1.0
2023-11-20,SPREAD,CHI,MIA,MIA,-105.0,1.95,67.81,70.79,18.0,218.0,-1.5,1.0
2023-11-20,SPREAD,CHI,MIA,CHI,-115.0,1.87,32.19,29.21,-18.0,218.0,1.5,0.0
2023-11-20,SPREAD,MIN,NYK,NYK,-110.0,1.91,40.1,47.61,-17.0,217.0,2.5,0.0
2023-11-20,SPREAD,MIN,NYK,MIN,-110.0,1.91,59.9,52.39,17.0,217.0,-2.5,1.0
2023-11-20,SPREAD,SAS,LAC,LAC,-115.0,1.87,64.17,57.39,25.0,223.0,-8.5,1.0
2023-11-20,SPREAD,SAS,LAC,SAS,-105.0,1.95,35.83,42.61,-25.0,223.0,8.5,0.0
2023-11-20,SPREAD,GSW,HOU,HOU,-115.0,1.87,60.55,58.75,-5.0,237.0,7.5,1.0
2023-11-20,SPREAD,GSW,HOU,GSW,-105.0,1.95,39.45,41.25,5.0,237.0,-7.5,0.0
2023-11-21,SPREAD,ORL,TOR,TOR,-110.0,1.91,36.75,39.63,-19.0,233.0,1.5,0.0
2023-11-21,SPREAD,ORL,TOR,ORL,-110.0,1.91,63.25,60.37,19.0,233.0,-1.5,1.0
2023-11-21,SPREAD,ATL,IND,IND,-110.0,1.91,38.2,49.36,5.0,309.0,3.5,1.0
2023-11-21,SPREAD,ATL,IND,ATL,-110.0,1.91,61.8,50.64,-5.0,309.0,-3.5,0.0
2023-11-21,SPREAD,PHI,CLE,CLE,-115.0,1.87,34.46,43.41,3.0,241.0,8.5,1.0
2023-11-21,SPREAD,PHI,CLE,PHI,-105.0,1.95,65.54,56.59,-3.0,241.0,-8.5,0.0
2023-11-21,SPREAD,PHX,POR,POR,-115.0,1.87,23.89,28.2,-13.0,227.0,12.5,0.0
2023-11-21,SPREAD,PHX,POR,PHX,-105.0,1.95,76.11,71.8,13.0,227.0,-12.5,1.0
2023-11-21,SPREAD,LAL,UTA,UTA,-110.0,1.91,56.9,60.38,-32.0,230.0,7.5,0.0
2023-11-21,SPREAD,LAL,UTA,LAL,-110.0,1.91,43.1,39.62,32.0,230.0,-7.5,1.0
2023-11-22,SPREAD,ORL,DEN,DEN,-105.0,1.95,39.7,31.23,-5.0,243.0,-3.5,0.0
2023-11-22,SPREAD,ORL,DEN,ORL,-115.0,1.87,60.3,68.77,5.0,243.0,3.5,1.0
2023-11-22,SPREAD,CHA,WAS,WAS,-110.0,1.91,46.74,52.62,-3.0,231.0,3.5,1.0
2023-11-22,SPREAD,CHA,WAS,CHA,-110.0,1.91,53.26,47.38,3.0,231.0,-3.5,0.0
2023-11-22,SPREAD,ATL,BKN,BKN,-110.0,1.91,52.48,52.85,-2.0,292.0,3.5,1.0
2023-11-22,SPREAD,ATL,BKN,ATL,-110.0,1.91,47.52,47.15,2.0,292.0,-3.5,0.0
2023-11-22,SPREAD,BOS,MIL,MIL,-115.0,1.87,80.38,81.26,-3.0,235.0,6.5,1.0
2023-11-22,SPREAD,BOS,MIL,BOS,-105.0,1.95,19.62,18.74,3.0,235.0,-6.5,0.0
2023-11-22,SPREAD,CLE,MIA,MIA,-110.0,1.91,37.14,38.16,33.0,225.0,1.5,1.0
2023-11-22,SPREAD,CLE,MIA,CLE,-110.0,1.91,62.86,61.84,-33.0,225.0,-1.5,0.0
2023-11-22,SPREAD,IND,TOR,TOR,-110.0,1.91,24.83,24.21,1.0,263.0,2.5,1.0
2023-11-22,SPREAD,IND,TOR,IND,-110.0,1.91,75.17,75.79,-1.0,263.0,-2.5,0.0
2023-11-22,SPREAD,NOP,SAC,SAC,-110.0,1.91,30.07,32.54,-5.0,229.0,-1.5,0.0
2023-11-22,SPREAD,NOP,SAC,NOP,-110.0,1.91,69.93,67.46,5.0,229.0,1.5,1.0
2023-11-22,SPREAD,HOU,MEM,MEM,-115.0,1.87,34.62,35.93,-20.0,202.0,5.5,0.0
2023-11-22,SPREAD,HOU,MEM,HOU,-105.0,1.95,65.38,64.07,20.0,202.0,-5.5,1.0
2023-11-22,SPREAD,MIN,PHI,PHI,-105.0,1.95,62.77,61.84,-13.0,211.0,6.5,0.0
2023-11-22,SPREAD,MIN,PHI,MIN,-115.0,1.87,37.23,38.16,13.0,211.0,-6.5,1.0
2023-11-22,SPREAD,SAS,LAC,LAC,-105.0,1.95,78.28,76.9,7.0,211.0,-8.5,0.0
2023-11-22,SPREAD,SAS,LAC,SAS,-115.0,1.87,21.72,23.1,-7.0,211.0,8.5,1.0
2023-11-22,SPREAD,OKC,CHI,CHI,-110.0,1.91,35.97,37.64,-14.0,218.0,7.5,0.0
2023-11-22,SPREAD,OKC,CHI,OKC,-110.0,1.91,64.03,62.36,14.0,218.0,-7.5,1.0
2023-11-22,SPREAD,PHX,GSW,GSW,-105.0,1.95,48.47,40.24,-8.0,238.0,2.5,0.0
2023-11-22,SPREAD,PHX,GSW,PHX,-115.0,1.87,51.53,59.76,8.0,238.0,-2.5,1.0
2023-11-22,SPREAD,POR,UTA,UTA,-110.0,1.91,57.42,67.86,-16.0,226.0,-3.5,0.0
2023-11-22,SPREAD,POR,UTA,POR,-110.0,1.91,42.58,32.14,16.0,226.0,3.5,1.0
2023-11-22,SPREAD,LAL,DAL,DAL,-120.0,1.83,23.89,17.63,3.0,205.0,1.5,1.0
2023-11-22,SPREAD,LAL,DAL,LAL,100.0,2.0,76.11,82.37,-3.0,205.0,-1.5,0.0
2023-11-24,SPREAD,ORL,BOS,BOS,-105.0,1.95,42.24,42.79,-17.0,209.0,-5.5,0.0
2023-11-24,SPREAD,ORL,BOS,ORL,-115.0,1.87,57.76,57.21,17.0,209.0,5.5,1.0
2023-11-24,SPREAD,MEM,PHX,PHX,-105.0,1.95,89.43,75.76,21.0,199.0,-3.5,1.0
2023-11-24,SPREAD,MEM,PHX,MEM,-115.0,1.87,10.57,24.24,-21.0,199.0,3.5,0.0
2023-11-24,SPREAD,NYK,MIA,MIA,-115.0,1.87,82.89,86.6,-2.0,198.0,5.5,1.0
2023-11-24,SPREAD,NYK,MIA,NYK,-105.0,1.95,17.11,13.4,2.0,198.0,-5.5,0.0
2023-11-24,SPREAD,TOR,CHI,CHI,-105.0,1.95,52.72,52.48,-13.0,229.0,4.5,0.0
2023-11-24,SPREAD,TOR,CHI,TOR,-115.0,1.87,47.28,47.52,13.0,229.0,-4.5,1.0
2023-11-24,SPREAD,HOU,DEN,DEN,-115.0,1.87,76.32,70.08,-19.0,191.0,-2.5,0.0
2023-11-24,SPREAD,HOU,DEN,HOU,-105.0,1.95,23.68,29.92,19.0,191.0,2.5,1.0
2023-11-24,SPREAD,IND,DET,DET,-115.0,1.87,36.21,35.41,-23.0,249.0,9.5,0.0
2023-11-24,SPREAD,IND,DET,IND,-105.0,1.95,63.79,64.59,23.0,249.0,-9.5,1.0
2023-11-24,SPREAD,MIL,WAS,WAS,-105.0,1.95,37.46,25.34,-3.0,259.0,13.5,1.0
2023-11-24,SPREAD,MIL,WAS,MIL,-115.0,1.87,62.54,74.66,3.0,259.0,-13.5,0.0
2023-11-24,SPREAD,MIN,SAC,SAC,-115.0,1.87,19.92,38.13,13.0,235.0,4.5,1.0
2023-11-24,SPREAD,MIN,SAC,MIN,-105.0,1.95,80.08,61.87,-13.0,235.0,-4.5,0.0
2023-11-24,SPREAD,GSW,SAS,SAS,-115.0,1.87,52.51,58.78,-6.0,230.0,10.5,1.0
2023-11-24,SPREAD,GSW,SAS,GSW,-105.0,1.95,47.49,41.22,6.0,230.0,-10.5,0.0
2023-11-24,SPREAD,LAC,NOP,NOP,-110.0,1.91,67.39,74.54,10.0,222.0,5.5,1.0
2023-11-24,SPREAD,LAC,NOP,LAC,-110.0,1.91,32.61,25.46,-10.0,222.0,-5.5,0.0
2023-11-25,SPREAD,OKC,PHI,PHI,-110.0,1.91,19.55,21.68,4.0,250.0,-1.5,1.0
2023-11-25,SPREAD,OKC,PHI,OKC,-110.0,1.91,80.45,78.32,-4.0,250.0,1.5,0.0
2023-11-25,SPREAD,BKN,MIA,MIA,-110.0,1.91,72.88,84.18,-15.0,209.0,7.5,0.0
2023-11-25,SPREAD,BKN,MIA,BKN,-110.0,1.91,27.12,15.82,15.0,209.0,-7.5,1.0
2023-11-25,SPREAD,WAS,ATL,ATL,-115.0,1.87,29.47,33.94,28.0,244.0,-8.5,1.0
2023-11-25,SPREAD,WAS,ATL,WAS,-105.0,1.95,70.53,66.06,-28.0,244.0,8.5,0.0
2023-11-25,SPREAD,CLE,LAL,LAL,-115.0,1.87,78.94,80.05,6.0,236.0,4.5,1.0
